"2021-12-31","Makino-L1-Unit1-2013","Shopfloor-L1","71.04","6.93","6.28","25.60","46.00","33.40","1.29","26.49","25892","335.00","24.06","3.58","Machine_Failure"
"2021-12-31","Makino-L1-Unit1-2013","Shopfloor-L1","125.33","4.94","6.20","35.30","47.40","34.60","1.38","25.27","19856","368.00","14.20","2.68","Machine_Failure"
"2021-12-31","Makino-L3-Unit1-2015","Shopfloor-L3","71.12","6.84","6.66","13.10","40.70","33.00","1.32","30.61","19851","325.00","24.05","3.55","Machine_Failure"
"2022-05-31","Makino-L2-Unit1-2015","Shopfloor-L2","139.34","4.57","6.56","24.40","44.20","40.60","0.62","30.79","18461","360.00","25.86","3.55","Machine_Failure"
"2022-03-31","Makino-L1-Unit1-2013","Shopfloor-L1","60.51","6.89","6.14","4.10","47.30","31.40","0.98","25.52","26526","354.00","25.52","3.55","Machine_Failure"
"2022-03-31","Makino-L2-Unit1-2015","Shopfloor-L2","137.37","5.92","7.23","5.40","48.00","32.70","0.90","25.60","27613","319.00","25.52","3.55","Machine_Failure"
"2022-03-31","Makino-L1-Unit1-2013","Shopfloor-L1","135.93","6.56","6.71","19.30","48.80","37.40","1.24","32.14","26605","438.00","25.45","3.58","Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","127.72","5.06","6.00","20.80","45.80","37.50","1.13","19.82","14266","334.00","34.97","2.02","No_Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","123.62","5.07","6.04","4.50","51.50","32.10","0.69","16.97","20413","278.00","32.52","2.88","No_Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","134.02","5.57","6.73","14.00","47.90","35.20","0.75","36.60","20504","379.00","25.62","3.93","Machine_Failure"
"2022-03-31","Makino-L2-Unit1-2015","Shopfloor-L2","71.71","5.36","6.53","34.30","43.00","32.40","0.67","25.07","17919","396.00","25.46","3.67","Machine_Failure"
"2022-03-31","Makino-L1-Unit1-2013","Shopfloor-L1","134.54","4.57","5.76","11.50","46.20","37.60","0.66","18.75","21951","366.00","25.61","3.59","Machine_Failure"
"2022-03-31","Makino-L2-Unit1-2015","Shopfloor-L2","55.53","6.96","6.38","14.70","47.20","36.20","0.90","29.32","25528","364.00","25.46","3.69","Machine_Failure"
"2022-03-31","Makino-L2-Unit1-2015","Shopfloor-L2","61.73","4.63","6.08","30.30","50.20","28.00","0.88","27.51","18660","328.00","25.58","3.55","Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","80.27","4.62","6.34","29.80","51.20","31.10","0.44","26.67","18644","349.00","25.61","3.67","Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","142.36","4.62","7.13","28.70","44.90","31.00","0.46","33.57","18648","341.00","25.60","3.69","Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","63.76","4.62","6.54","27.00","45.10","38.60","0.90","35.34","18650","297.00","25.60","3.67","Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","141.14","4.63","6.87","26.40","52.60","33.80","1.12","21.19","18654","287.00","25.59","3.61","Machine_Failure"
"2022-03-31","Makino-L2-Unit1-2015","Shopfloor-L2","93.65","4.84","6.08","19.50","52.30","35.20","1.21","21.89","23432","434.00","25.47","3.67","Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","74.86","6.86","6.16","15.70","44.50","38.70","1.43","20.86","21951","346.00","25.52","2.49","Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","80.34","4.86","6.75","6.90","48.10","38.30","1.83","29.72","27957","409.00","25.46","3.61","Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","139.67","5.05","6.76","8.70","48.20","41.00","1.17","27.67","20303","315.00","23.51","2.83","No_Machine_Failure"
"2022-03-31","Makino-L2-Unit1-2015","Shopfloor-L2","91.50","4.57","6.41","4.90","47.20","38.10","0.90","16.14","26605","266.00","25.47","3.13","Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","148.66","5.06","6.23","11.90","49.40","35.30","0.63","24.26","20310","355.00","23.51","2.68","No_Machine_Failure"
"2022-03-31","Makino-L2-Unit1-2015","Shopfloor-L2","131.05","5.05","7.05","5.70","50.40","36.70","1.02","28.52","20298","241.00","23.52","2.90","No_Machine_Failure"
"2022-03-31","Makino-L1-Unit1-2013","Shopfloor-L1","145.30","5.05","5.76","6.80","48.30","36.00","1.12","29.25","20297","429.00","23.52","2.69","No_Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","98.70","6.84","6.34","24.40","53.70","35.00","0.74","34.25","18638","356.00","25.61","3.49","Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","170.09","4.98","5.40","7.40","49.70","34.50","0.90","28.35","20018","343.00","23.85","2.71","No_Machine_Failure"
"2022-03-31","Makino-L2-Unit1-2015","Shopfloor-L2","62.34","6.84","6.59","9.00","45.70","31.60","0.66","27.87","20504","368.00","25.45","2.73","Machine_Failure"
"2022-03-31","Makino-L2-Unit1-2015","Shopfloor-L2","111.75","4.98","6.34","9.90","44.50","44.10","0.90","39.85","20016","336.00","23.85","2.58","No_Machine_Failure"
"2022-03-31","Makino-L3-Unit1-2015","Shopfloor-L3","127.57","4.98","6.85","10.60","43.20","30.50","0.92","29.89","20018","386.00","23.85","2.82","No_Machine_Failure"
"2022-03-31","Makino-L1-Unit1-2013","Shopfloor-L1","111.29","5.06","6.62","12.20","48.20","31.50","1.18","18.11","20314","432.00","23.50","2.62","No_Machine_Failure"
"2022-03-31","Makino-L2-Unit1-2015","Shopfloor-L2","124.91","5.07","6.09","21.00","46.00","26.90","0.94","26.96","13272","333.00","23.39","2.64","No_Machine_Failure"
"2022-03-31","Makino-L1-Unit1-2013","Shopfloor-L1","125.95","6.86","6.55","25.60","42.00","38.60","0.71","23.67","18755","278.00","25.45","3.91","Machine_Failure"
"2022-01-31","Makino-L1-Unit1-2013","Shopfloor-L1","72.38","5.57","6.66","9.90","56.50","40.00","1.04","36.23","27613","353.00","24.46","3.33","Machine_Failure"
"2022-01-31","Makino-L3-Unit1-2015","Shopfloor-L3","78.33","6.56","5.86","9.70","48.10","35.80","0.95","32.77","26526","302.00","24.47","2.71","Machine_Failure"
"2022-01-31","Makino-L3-Unit1-2015","Shopfloor-L3","128.90","5.23","7.02","22.40","48.50","39.30","1.04","21.37","15217","378.00","35.58","2.17","No_Machine_Failure"
"2022-01-31","Makino-L3-Unit1-2015","Shopfloor-L3","96.96","4.82","6.57","28.70","55.00","38.60","0.86","26.22","19440","319.00","14.20","3.49","Machine_Failure"
"2022-01-31","Makino-L1-Unit1-2013","Shopfloor-L1","145.98","4.82","5.89","26.40","38.80","31.00","0.85","29.79","19457","374.00","24.54","3.93","Machine_Failure"
"2022-01-31","Makino-L1-Unit1-2013","Shopfloor-L1","51.16","4.85","6.38","27.00","41.40","41.60","1.01","25.21","19577","354.00","24.39","3.59","Machine_Failure"
"2022-01-31","Makino-L2-Unit1-2015","Shopfloor-L2","120.61","5.23","6.27","22.40","48.20","32.90","1.66","37.60","14152","308.00","33.92","3.00","No_Machine_Failure"
"2022-01-31","Makino-L3-Unit1-2015","Shopfloor-L3","85.82","4.82","6.17","27.00","51.60","28.70","1.66","27.53","19456","355.00","14.11","2.68","Machine_Failure"
"2022-01-31","Makino-L3-Unit1-2015","Shopfloor-L3","58.60","6.82","6.97","30.30","52.70","38.90","0.96","35.76","19443","450.00","17.90","2.86","Machine_Failure"
"2022-01-31","Makino-L1-Unit1-2013","Shopfloor-L1","127.46","5.23","6.42","22.40","51.80","37.10","1.13","20.66","17726","278.00","35.58","1.85","No_Machine_Failure"
"2021-12-30","Makino-L3-Unit1-2015","Shopfloor-L3","103.58","5.13","7.04","21.60","45.50","30.50","1.66","21.13","14152","390.00","23.14","2.92","No_Machine_Failure"
"2021-12-30","Makino-L1-Unit1-2013","Shopfloor-L1","57.30","4.92","5.79","29.80","44.90","33.80","0.56","26.31","19784","423.00","16.96","2.75","Machine_Failure"
"2022-04-30","Makino-L3-Unit1-2015","Shopfloor-L3","107.93","5.10","7.09","21.20","44.70","39.70","1.33","21.18","19197","413.00","31.62","1.91","No_Machine_Failure"
"2022-04-30","Makino-L1-Unit1-2013","Shopfloor-L1","116.07","5.10","6.33","21.20","47.80","37.00","0.95","26.23","18436","437.00","30.51","1.89","No_Machine_Failure"
"2022-04-30","Makino-L1-Unit1-2013","Shopfloor-L1","121.63","5.09","7.32","21.20","43.40","37.90","1.24","28.86","17726","337.00","35.58","1.95","No_Machine_Failure"
"2022-04-30","Makino-L3-Unit1-2015","Shopfloor-L3","134.21","5.10","6.22","21.20","51.10","35.30","0.49","19.81","16198","462.00","23.30","1.99","No_Machine_Failure"
